id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class,id2023,form2023
133118,Clwsc Canyon Lake Shores,water system,2022.0,N," 41,106 "," 900,168,799 "," 11,601 "," 3,889,600 ", 13 ," 159,179,347 ", 403 ,,," 36,028,800 ", 22 ,,," 1,099,266,546 "," 12,039 ",,,TX0460019,N,Municipal Long,Private/IOU,133118,Municipal
970040,Zephyr Wsc,water system,2022.0,N," 7,500 "," 136,443,228 "," 2,475 ",,," 1,709,300 ", 11 ,,," 1,993,900 ", 15 ,,," 140,146,428 "," 2,501 "," 2,676,660 ", 223 ,TX0250019,N,Municipal Long,Water Supply Corporation,970040,Municipal
746600,City Of Round Rock,water system,2022.0,N," 128,065 "," 3,615,048,000 "," 34,259 "," 559,437,000 ", 403 ," 1,375,426,000 "," 1,452 ",,," 249,171,000 ", 362 ," 506,888,000 ", 730 ," 6,673,250,100 "," 37,262 ",,,TX2460003,N,Municipal Long,Municipal,746600,Municipal
141050,City Of Cedar Park,water system,2022.0,N," 85,990 "," 2,536,676,645 "," 21,873 "," 592,361,260 "," 7,719 "," 529,447,420 "," 1,068 "," 75,750,050 ", 43 ," 290,801,850 ", 419 ,,," 4,222,518,025 "," 31,125 "," 59,346,000 ",,TX2460009,N,Municipal Long,Municipal,141050,Municipal
482989,Lamar County Water Supply District,water system,2022.0,N," 25,476 "," 605,885,881 "," 10,035 "," 17,147,144 ", 284 ," 1,871,695 ", 31 ," 845,282 ", 14 ," 60,377 ", 1 ," 2,052,827 ", 34 ," 627,863,206 "," 10,399 "," 526,101 ", 19 ,TX1390015,N,Municipal Long,District ,482989,Municipal
370304,Harris County Mud 304,water system,2022.0,N," 6,006 "," 140,419,000 "," 1,963 "," 13,516,000 ", 2 ," 3,115,000 ", 9 ,,," 11,857,000 ", 26 ," 2,556,000 ", 2 ," 171,463,000 "," 2,002 "," 12,008,000 ",,TX1012941,N,Municipal Long,District ,370304,Municipal
1102023,Brazos River Authority Granger Lake Regi,water system,,,,,,,,,,,,,,,,,,,,TX2460155,Y,Municipal Short,Authority,1102023,Municipal
84000,City Of Boerne,water system,2022.0,N," 24,063 "," 600,259,400 "," 6,499 "," 47,676,200 "," 1,600 "," 202,093,800 ", 692 ,,," 113,946,900 ", 166 ,,," 1,148,705,550 "," 9,826 "," 3,499,379 ", 99 ,TX1300001,N,Municipal Long,Municipal,84000,Municipal
San Antonio Run Of River,San Antonio Run Of River,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
1106387,Cow Creek Water Conservation District,water system,,,,,,,,,,,,,,,,,,,,,,,,,
580,Canyon Lake,water system,,,,,,,,,,,,,,,,,,,,,,,,,
Nacatoch Aquifer,Nacatoch Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
140,Lower Neches Valley Authority,water system,,,,,,,,,,,,,,,,,,,,TX0360112,Y,Municipal Short,Authority,140,Municipal
1101670,North Texas Municipal Water District,water system,,,,,,,,,,,,,,,,,,,,,,,,,
Sabine Basin (Source Unknown),Sabine Basin (Source Unknown),water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Canadian Basin (Source Unknown),Canadian Basin (Source Unknown),water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
1101856,Canadian River Mwa,water system,,,,,,,,,,,,,,,,,,,,,,,,,
88000,Borger Municipal Water System,water system,2022.0,N," 12,419 "," 561,730,000 "," 5,009 "," 16,442,000 ", 29 ," 160,813,000 ", 542 ," 3,554,225,000 ", 7 ," 87,050,000 ", 154 ," 2,066,000 ", 6 ," 4,690,553,000 "," 5,748 "," 32,637,000 ", 362 ,TX1170001,N,Municipal Long,Municipal,88000,Municipal
Amon G Carter Lake/Reservoir,Amon G Carter Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
916900,Walnut Creek Sud,water system,2022.0,N," 24,395 "," 841,640,400 "," 9,758 ",,," 38,079,000 ", 220 ," 7,591,100 ", 9 ," 14,296,500 ", 52 ," 1,106,700 ", 14 ," 902,713,700 "," 10,053 "," 6,910,981 ",,TX1840008,N,Municipal Long,Water Supply Corporation,916900,Municipal
Dockum Aquifer,Dockum Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Hickory Aquifer,Hickory Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
32010,Aquilla Wsd,water system,,,,,,,,,,,,,,,,,,,,TX1090068,Y,Municipal Short,District ,32010,Municipal
828100,City Of Sulphur Springs,water system,2022.0,N," 16,234 "," 386,443,100 "," 6,066 "," 66,009,500 "," 1,459 "," 230,333,100 "," 1,172 "," 397,477,200 ", 11 ," 115,013,800 ", 40 ,,," 1,195,276,700 "," 8,748 "," 55,906,000 ",,TX1120002,N,Municipal Long,Municipal,828100,Municipal
95252,Brazoria County Mud 2,water system,2022.0,N," 3,567 "," 147,370,000 "," 1,168 ",,," 4,432,000 ", 19 ," 2,997,000 ", 3 ,,," 26,588,000 ", 75 ," 181,387,000 "," 1,265 "," 349,000 ", 1 ,TX0200386,N,Municipal Long,District ,95252,Municipal
Daniel Lake/Reservoir,Daniel Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
97600,City Of Brenham,water system,2022.0,N," 18,117 "," 456,593,200 "," 6,546 "," 57,773,500 "," 1,913 "," 143,930,200 ", 952 ," 38,466,000 ", 37 ," 227,040,000 ", 307 ," 41,300 ", 4 ," 925,160,093 "," 9,760 "," 18,144,450 "," 1,192 ",TX2390001,N,Municipal Long,Municipal,97600,Municipal
366,Lake Sommerville,water system,,,,,,,,,,,,,,,,,,,,,,,,,
Lavaca-Guadalupe Basin (Source Unknown),Lavaca-Guadalupe Basin (Source Unknown),water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Red Basin (Source Unknown),Red Basin (Source Unknown),water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
627600,Orangefield Wsc,water system,2022.0,N," 6,700 "," 211,245,000 "," 2,234 ",,," 6,480,000 ", 91 ,,," 19,505,000 ", 3 ,,," 237,230,000 "," 2,328 "," 80,000 ", 66 ,TX1810186,N,Municipal Long,Water Supply Corporation,627600,Municipal
98065,Bridgestone Mud,water system,2022.0,N," 24,528 "," 498,683,500 "," 5,876 "," 65,351,000 "," 1,857 "," 178,919,000 ", 376 ,,," 29,066,000 ", 67 ,,," 798,579,500 "," 8,176 "," 19,024,040 ",,TX1011550,N,Municipal Long,District ,98065,Municipal
95,Lake Fork,water system,,,,,,,,,,,,,,,,,,,,,,,,,
835550,City Of Sweetwater,water system,2022.0,N," 12,333 "," 218,172,000 "," 3,623 "," 28,916,000 ", 60 ," 99,910,000 ", 606 ," 172,709,000 ", 3 ," 50,903,462 ", 74 ,,," 570,610,462 "," 4,367 "," 37,898,058 ", 24 ,TX1770002,N,Municipal Long,Municipal,835550,Municipal
1103567,Texas Tech,water system,,,,,,,,,,,,,,,,,,,,,,,,,
1104297,Aubrey Faubion,water system,,,,,,,,,,,,,,,,,,,,,,,,,
1102593,Goodman,water system,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Grande Run Of River,Rio Grande Run Of River,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
1102242,Southmost Regional Water Authority,water system,,,,,,,,,,,,,,,,,,,,TX0310150,Y,Municipal Short,Authority,1102242,Municipal
923800,Wellborn Sud,water system,2022.0,N," 23,985 "," 1,144,000,000 "," 9,436 "," 100,000,000 ", 75 ," 150,000,000 ", 75 ,,," 20,000,000 ", 8 ,,," 1,414,000,000 "," 9,594 ",,,TX0210016,N,Municipal Long,District ,923800,Municipal
102400,City Of Bryan,water system,2022.0,N," 86,518 "," 2,144,379,000 "," 22,477 ",,," 1,807,307,900 "," 3,313 "," 156,860,200 ", 28 ," 131,413,900 ", 109 ," 16,394,400 ", 4 ," 4,256,355,400 "," 25,931 "," 61,007,504 ",,TX0210001,N,Municipal Long,Municipal,102400,Municipal
295203,Fort Belknap Wsc,water system,2022.0,N," 7,262 "," 113,330,900 "," 2,322 "," 1,187,800 ", 6 ," 4,957,200 ", 54 ,,," 35,900 ", 3 ,,," 119,511,800 "," 2,385 ",,,TX2520007,N,Municipal Long,Water Supply Corporation,295203,Municipal
Ellenburger-San Saba Aquifer,Ellenburger-San Saba Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
595,San Marcos River,water system,,,,,,,,,,,,,,,,,,,,,,,,,
105600,City Of Buda,water system,2022.0,N," 13,622 "," 338,388,000 "," 3,765 "," 13,464,000 ", 981 ," 121,980,000 ", 309 ,,," 36,401,000 ", 77 ,,," 515,536,708 "," 5,139 "," 7,420,000 ",,TX1050012,N,Municipal Long,Municipal,105600,Municipal
920800,City Of Waxahachie,water system,2022.0,N," 46,111 "," 1,187,353,917 "," 15,215 "," 185,924,600 "," 3,851 "," 393,003,900 "," 1,652 "," 636,266,765 ", 81 ," 298,452,435 ", 423 ,,," 2,701,001,617 "," 21,222 ",,,TX0700008,N,Municipal Long,Municipal,920800,Municipal
460,Lcra Inks Lake,water system,,,,,,,,,,,,,,,,,,,,,,,,,
Neches Basin (Source Unknown),Neches Basin (Source Unknown),water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
109600,City Of Burkburnett,water system,2022.0,N," 10,987 "," 284,791,000 "," 4,125 "," 18,152,000 ", 453 ," 19,720,000 ", 204 ," 1,898,000 ", 3 ," 17,934,000 ", 119 ," 1,923,000 ", 4 ," 355,152,000 "," 4,966 ",,,TX2430005,N,Municipal Long,Municipal,109600,Municipal
395330,City Of Hooks,water system,2022.0,N," 2,514 "," 107,023,860 "," 1,256 "," 1,302,240 ", 4 ," 1,008,000 ", 14 ,,,,,,," 109,334,100 "," 1,274 ",,,TX0190002,N,Municipal Long,Municipal,395330,Municipal
Inks Lake/Reservoir,Inks Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
113600,City Of Burnet,water system,2022.0,N," 8,346 "," 215,264,889 "," 2,317 "," 6,561,446 ", 14 ," 88,511,670 ", 397 ," 37,598,900 ", 3 ," 14,398,475 ", 51 ,,," 362,335,380 "," 2,782 "," 5,000,000 ",,TX0270001,N,Municipal Long,Municipal,113600,Municipal
94450,Brandon-Irene Wsc,water system,2022.0,Y," 2,196 "," 68,912,500 ", 662 ," 466,700 ", 2 ," 2,440,800 ", 19 ,,," 640,400 ", 12 ," 4,022,100 ", 37 ," 76,482,500 ", 732 ," 200,000 ",,TX1090018,N,Municipal Long,Water Supply Corporation,94450,Municipal
216950,Dean Dale Sud,water system,2022.0,N," 4,100 "," 94,972,069 "," 1,322 ",,," 1,280,990 ", 1 ,,,,,,," 96,253,059 "," 1,323 "," 8,780,534 ", 100 ,TX0390019,N,Municipal Long,Water Supply Corporation,216950,Municipal
607507,Concho Rural Water North Concho Lake Est,water system,2022.0,Y," 1,782 "," 38,064,700 ", 574 ,,," 6,717,300 ", 20 ,,,,,,," 44,782,000 ", 594 ,,,TX2260020,N,Municipal Long,Private/IOU,607507,Municipal
395350,Caddo Basin Sud,water system,2022.0,N," 11,790 "," 416,999,315 "," 4,649 "," 494,100 ", 1 ," 5,224,800 ", 17 ," 15,532,600 ", 10 ," 7,269,800 ", 37 ," 130,025 ", 2 ," 445,650,640 "," 4,716 "," 14,943,800 ", 1 ,TX1160029,N,Municipal Long,Water Supply Corporation,395350,Municipal
342340,City Of Greenville,water system,2022.0,N," 28,473 "," 615,133,187 "," 9,860 "," 159,108,400 "," 3,008 "," 647,119,397 "," 1,035 "," 86,541,200 ", 2 ," 15,948,700 ", 183 ,,," 1,523,850,884 "," 14,088 ",,,TX1160004,N,Municipal Long,Municipal,342340,Municipal
1102105,Guadalupe Blanco River Authority,water system,,,,,,,,,,,,,,,,,,,,TX0290005,Y,Municipal Short,Authority,1102105,Municipal
Falcon Lake/Reservoir,Falcon Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
131700,City Of Camp Wood,water system,2022.0,N," 1,500 "," 19,519,650 ", 470 ,,," 4,777,710 ", 22 ,,," 1,761,260 ", 18 ,,," 26,058,620 ", 510 ,,,TX1930001,N,Municipal Long,Municipal,131700,Municipal
Nueces Run Of River,Nueces Run Of River,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
West Texas Bolson Aquifer,West Texas Bolson Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
San Jacinto-Brazos Run Of River,San Jacinto-Brazos Run Of River,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Mill Creek Lake/Reservoir,Mill Creek Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
8860,Acton Mud,water system,2022.0,N," 22,010 "," 871,902,907 "," 8,378 "," 7,684,475 ", 12 ," 19,481,592 ", 81 ,,," 8,633,165 ", 207 ,,," 907,702,139 "," 8,678 ",,,TX1110007,N,Municipal Long,District ,8860,Municipal
Canyon Lake/Reservoir,Canyon Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Guadalupe Run Of River,Guadalupe Run Of River,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Dunlap Lake/Reservoir,Dunlap Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
1103167,Guadalupe Blanco River Authority Gbra Lake Dunlap,water system,,,,,,,,,,,,,,,,,,,,,,,,,
579,Run Of The River,water system,,,,,,,,,,,,,,,,,,,,,,,,,
249050,City Of Eastland,water system,2022.0,N," 3,862 "," 101,388,000 "," 1,416 "," 10,385,000 ", 15 ," 51,130,000 ", 314 ," 15,379,000 ", 2 ," 9,532,000 ", 16 ,,," 209,621,000 "," 1,764 "," 95,000 ", 1 ,TX0670002,N,Municipal Long,Municipal,249050,Municipal
60200,City Of Beaumont Water Utility Dept,water system,2022.0,N," 115,282 "," 1,971,391,900 "," 34,676 "," 634,693,500 "," 13,681 "," 1,640,612,000 "," 3,963 "," 181,350,900 ", 31 ," 61,090,200 ", 123 ," 194,460,300 ", 766 ," 4,683,598,800 "," 53,240 "," 265,372,518 ",,TX1230001,N,Municipal Long,Municipal,60200,Municipal
953200,Wickson Creek Sud,water system,2022.0,N," 18,300 "," 669,275,000 "," 7,001 ",,," 20,889,500 ", 27 ," 8,442,900 ", 15 ,,,,," 698,607,400 "," 7,043 "," 33,200,000 ", 50 ,TX0210005,N,Municipal Long,District ,953200,Municipal
Cedar Creek Lake/Reservoir - Trinity,Cedar Creek Lake/Reservoir - Trinity,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
120,Panola County Fwsd,water system,,,,,,,,,,,,,,,,,,,,,,,,,
1104854,Sabine River Authority,water system,,,,,,,,,,,,,,,,,,,,,,,,,
932915,Weston Mud,water system,2022.0,N," 7,062 "," 67,081,000 ", 800 ," 70,220,000 "," 1,483 "," 110,249,000 ", 154 ,,," 33,444,000 ", 9 ,,," 280,994,000 "," 2,446 "," 4,705,600 ", 3 ,TX1010634,N,Municipal Long,District ,932915,Municipal
138600,City Of Castroville,water system,2022.0,N," 3,913 "," 99,664,000 "," 1,170 "," 6,981,000 ", 247 ," 40,317,000 ", 312 ,,," 8,491,000 ", 192 ,,," 234,425,000 "," 1,923 "," 1,261,000 ", 191 ,TX1630005,N,Municipal Long,Municipal,138600,Municipal
60110,Baytown Area Water Authority,water system,,,,,,,,,,,,,,,,,,,,TX1011742,Y,Municipal Short,Authority,60110,Municipal
184300,City Of Copperas Cove,water system,2022.0,N," 37,225 "," 960,074,107 "," 14,466 "," 20,476,933 ", 44 ," 398,825,375 ", 636 ,,," 39,223,792 ", 53 ,,," 1,418,600,207 "," 15,199 "," 65,719,531 "," 1,440 ",TX0500001,N,Municipal Long,Municipal,184300,Municipal
Travis Lake/Reservoir,Travis Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Pinkston Lake/Reservoir,Pinkston Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Center Lake/Reservoir,Center Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
911600,City Of Waco,water system,2022.0,N," 143,956 "," 3,702,435,700 "," 44,204 "," 958,425,500 ", 962 ," 3,552,541,300 "," 4,783 "," 1,188,087,400 ", 70 ,,,,," 11,873,198,900 "," 50,020 ",,,TX1550008,N,Municipal Long,Municipal,911600,Municipal
547800,City Of Mcgregor,water system,2022.0,Y," 4,900 ",," 1,782 ",,,,,,,,,,,," 1,782 ",,,TX1550004,N,Municipal Long,Municipal,547800,Municipal
Stillhouse Hollow Lake/Reservoir,Stillhouse Hollow Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
60000,City Of Baytown,water system,2022.0,N," 82,271 "," 1,095,756,000 "," 20,199 "," 778,817,000 "," 14,554 "," 462,145,000 "," 1,971 "," 847,465,000 ", 26 ," 452,573,000 ", 394 ,,," 3,636,756,000 "," 37,144 "," 167,572,048 ", 68 ,TX1010003,N,Municipal Long,Municipal,60000,Municipal
116250,City Of Byers,water system,2022.0,Y, 496 ," 10,458,800 ", 233 ,,," 197,100 ", 12 ,,,,,,," 10,655,900 ", 245 ," 2,000,000 ", 50 ,TX0390003,N,Municipal Long,Municipal,116250,Municipal
1102906,Mission Bend Integrated System,water system,,,,,,,,,,,,,,,,,,,,,,,,,
465000,City Of Kerrville,water system,2022.0,N," 24,527 "," 650,713,200 "," 8,175 "," 125,577,200 ", 383 ," 208,443,820 "," 1,317 "," 8,618,300 ", 3 ," 87,931,900 ", 269 ," 105,044,300 ", 492 ," 1,527,200,120 "," 10,648 ",,,TX1330001,N,Municipal Long,Municipal,465000,Municipal
148200,City Of Chico,water system,2022.0,N," 1,100 "," 17,956,100 ", 429 ," 530,900 ", 22 ," 2,962,300 ", 38 ," 12,256,800 ", 14 ," 2,882,400 ", 24 ,,," 41,642,800 ", 528 ," 3,667,000 ", 35 ,TX2490004,N,Municipal Long,Municipal,148200,Municipal
149000,City Of Childress,water system,2022.0,Y," 6,100 "," 158,813,657 "," 1,836 ",,," 123,606,164 ", 303 ," 101,513,938 ", 1 ,,,,," 383,933,759 "," 2,140 ",,,TX0380001,N,Municipal Long,Municipal,149000,Municipal
20,Greenbelt Miwa,water system,,,,,,,,,,,,,,,,,,,,TX0650013,Y,Municipal Short,Authority,20,Municipal
150620,Chimney Hill Mud,water system,2022.0,N," 5,445 "," 129,997,000 "," 1,744 ",,," 34,915,000 ", 69 ,,," 2,548,000 ", 2 ,,," 189,860,000 "," 1,815 "," 7,497,010 ",,TX1010910,N,Municipal Long,District ,150620,Municipal
1103832,China Spring Ranches,water system,,,,,,,,,,,,,,,,,,,,TX0180082,N,Municipal Long,Private/IOU,1103832,Municipal
380400,City Of Henderson,water system,2022.0,N," 13,700 "," 307,472,300 "," 4,239 "," 45,922,860 ", 95 ," 71,340,630 ", 582 ," 88,792,506 ", 28 ," 333,392,300 ", 165 ," 9,059,160 ",," 855,979,756 "," 5,109 "," 12,519,000 ",,TX2010001,N,Municipal Long,Municipal,380400,Municipal
778200,City Of Schertz,water system,2022.0,N," 41,948 "," 1,546,773,300 "," 14,830 "," 65,766,400 "," 1,401 "," 217,521,700 ", 887 ,,," 48,243,200 ", 126 ,,," 1,878,304,600 "," 17,244 "," 55,698,280 ",,TX0940003,N,Municipal Long,Municipal,778200,Municipal
133134,Crwa Lake Dunlap Wtp,water system,,,,,,,,,,,,,,,,,,,,TX0940091,Y,Municipal Short,Authority,133134,Municipal
370081,Harris County Mud 81,water system,2022.0,N," 11,517 "," 270,395,300 "," 3,083 "," 37,187,000 ", 703 ," 32,724,000 ", 84 ,,," 4,044,000 ", 7 ,,," 344,350,300 "," 3,877 "," 2,945,690 ", 8 ,TX1010581,N,Municipal Long,District ,370081,Municipal
153276,Cinco Mud 1,water system,2022.0,N, 948 ," 67,217,000 ", 312 ,,," 1,718,000 ", 3 ,,," 1,058,000 ", 6 ," 28,188,000 ", 32 ," 98,181,000 ", 353 ," 164,000 ", 1 ,TX0790274,N,Municipal Long,District ,153276,Municipal
Cisco Lake/Reservoir,Cisco Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Blossom Aquifer,Blossom Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
651900,City Of Pasadena,water system,2022.0,N," 152,000 "," 1,972,459,319 "," 31,439 "," 1,306,849,720 ", 365 ," 843,078,230 "," 2,559 "," 761,904,300 ", 54 ," 1,098,853,760 ", 317 ," 314,107,546 "," 1,629 "," 6,297,252,875 "," 36,363 ",,,TX1010293,N,Municipal Long,Municipal,651900,Municipal
159000,Clear Lake City Water Authority,water system,2022.0,N," 75,024 "," 1,613,510,000 "," 17,965 "," 438,143,000 "," 8,133 "," 391,992,000 ", 449 ,,," 140,763,000 ", 119 ," 123,987,000 ", 478 ," 2,770,243,000 "," 27,149 "," 321,190,604 ", 5 ,TX1010056,N,Municipal Long,Authority,159000,Municipal
355,Aquilla Creek,water system,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Cleburne Lake/Reservoir,Pat Cleburne Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
160200,City Of Cleburne,water system,2022.0,N," 31,999 "," 768,494,183 "," 10,661 "," 63,173,064 ", 256 ," 209,283,885 "," 1,205 "," 819,933,709 ", 102 ," 135,896,326 ", 340 ,,," 2,302,917,167 "," 12,566 "," 32,000,000 ", 210 ,TX1260003,N,Municipal Long,Municipal,160200,Municipal
423502,Indigo Lakes Water System,water system,2022.0,N," 2,517 "," 120,553,000 ", 839 ,,,,,,,,,,," 120,553,000 ", 839 ,,,TX1700576,N,Municipal Long,Private/IOU,423502,Municipal
162600,City Of Clute,water system,2022.0,N," 10,604 "," 151,115,300 "," 2,791 "," 89,737,300 "," 2,147 "," 85,436,100 ", 395 ," 21,788,700 ", 1 ," 24,007,900 ", 44 ," 25,010,700 ", 114 ," 397,096,000 "," 5,492 "," 28,722,809 ",,TX0200004,N,Municipal Long,Municipal,162600,Municipal
Clyde Lake/Reservoir,Clyde Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
398650,Howard County Wcid 1,water system,,,,,,,,,,,,,,,,,,,,TX1140030,Y,Municipal Short,District ,,
733500,City Of Robert Lee,water system,2022.0,N," 1,025 "," 35,908,000 ", 595 ," 2,995,000 ", 46 ," 5,125,000 ", 27 ,,," 3,971,000 ", 33 ,,," 47,999,000 ", 701 ," 255,000 ", 2 ,TX0410002,N,Municipal Long,Municipal,733500,Municipal
165200,City Of Coleman,water system,2022.0,N," 3,998 "," 106,068,000 "," 1,927 "," 6,460,000 ", 263 ," 32,244,000 ", 313 ," 2,000 ", 1 ," 11,731,000 ", 71 ,,," 157,769,000 "," 2,576 ",,,TX0420001,N,Municipal Long,Municipal,165200,Municipal
98360,Brookesmith Special Utility District,water system,2022.0,N," 12,564 "," 269,479,500 "," 3,983 "," 3,554,000 ", 4 ," 11,839,100 ", 62 ," 197,700 ", 4 ," 11,268,400 ", 22 ," 46,660,000 ", 113 ," 342,998,700 "," 4,188 "," 44,217,352 ", 5 ,TX0250004,N,Municipal Long,District ,98360,Municipal
Guadalupe Basin (Source Unknown),Guadalupe Basin (Source Unknown),water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Coleman Lake/Reservoir,Coleman Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Hords Creek Lake/Reservoir,Hords Creek Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Scarborough Lake/Reservoir,Scarborough Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
847509,City Of Terrell,water system,2022.0,N," 18,897 "," 291,423,000 "," 5,582 "," 96,267,100 "," 2,135 "," 135,406,300 ", 897 ," 34,303,100 ", 8 ," 46,215,700 ", 22 ," 56,864,500 ", 240 ," 660,479,700 "," 8,884 ",,,TX1290006,N,Municipal Long,Municipal,847509,Municipal
165400,City Of College Station,water system,2022.0,N," 103,770 "," 2,550,860,000 "," 24,152 "," 1,066,212,000 "," 15,960 "," 1,310,256,000 "," 1,395 ",,,,,,," 4,946,283,590 "," 41,508 "," 21,687,000 ",,TX0210002,N,Municipal Long,Municipal,165400,Municipal
1104690,Tra Tarrant County Water Project,water system,,,,,,,,,,,,,,,,,,,,TX2200199,Y,Municipal Short,District ,1104690,Municipal
166810,City Of The Colony,water system,2022.0,N," 45,900 "," 1,272,106,000 "," 13,398 "," 259,798,000 "," 6,128 "," 501,768,000 "," 1,093 ",,," 43,071,000 ", 97 ,,," 2,155,851,000 "," 20,717 "," 69,708,700 ", 126 ,TX0610081,N,Municipal Long,Municipal,166810,Municipal
Pecos Aquifer,Pecos Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
692700,Post Oak Sud,water system,2022.0,Y," 2,865 "," 65,893,550 ", 848 ,,,,," 6,895,230 ", 2 ," 46,086,900 ", 5 ," 2,100,000 ", 100 ," 120,975,680 ", 955 ," 27,267,620 ", 45 ,TX1090030,N,Municipal Long,District ,692700,Municipal
280,Upper Leon River Mwd,water system,2022.0,N," 2,880 "," 59,001,027 ", 900 ,,," 21,263,591 ", 60 ,,,,,,," 80,264,618 ", 960 ,,,TX0470015,N,Municipal Long,District ,280,Municipal
176300,City Of Comanche,water system,2022.0,N," 4,335 "," 72,106,941 "," 1,495 "," 8,085,304 ", 256 ," 19,352,200 ", 218 ," 3,215,800 ", 4 ," 14,136,031 ", 76 ,,," 116,896,276 "," 2,049 "," 2,255,440 ", 202 ,TX0470001,N,Municipal Long,Municipal,176300,Municipal
927665,Westbound Wsc,water system,2022.0,N," 2,865 "," 49,847,837 ", 868 ,,," 20,567,000 ", 87 ,,,,,,," 70,414,837 ", 955 ,,,TX0670027,N,Municipal Long,Water Supply Corporation,927665,Municipal
334600,City Of Granbury,water system,2022.0,N," 11,424 "," 474,909,331 "," 5,240 "," 31,610,147 ", 70 ," 402,394,142 "," 1,116 ",,," 43,873,304 ", 130 ,,," 1,188,483,924 "," 6,557 "," 100,000 ", 1 ,TX1110001,N,Municipal Long,Municipal,334600,Municipal
368810,Harlingen Water Works System,water system,2022.0,N," 84,607 "," 1,895,272,169 "," 25,766 "," 379,712,739 ", 963 ," 822,269,882 "," 4,021 "," 102,455,600 ", 41 ," 312,496,800 ", 816 ,,," 3,652,792,190 "," 31,611 "," 719,393,489 ", 178 ,TX0310002,N,Municipal Long,Municipal,368810,Municipal
175400,Kendall County Wcid 1,water system,2022.0,N," 3,057 "," 57,546,882 ", 618 ," 29,839,124 ", 248 ," 11,617,294 ", 132 ,,," 7,565,000 ", 21 ,,," 106,568,300 "," 1,019 "," 101,000 ",,TX1300002,N,Municipal Long,District ,175400,Municipal
Tawakoni Lake/Reservoir,Tawakoni Lake/Reservoir,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
Lipan Aquifer,Lipan Aquifer,water source,,,,,,,,,,,,,,,,,,,,,,,,,Water Source
282850,Faulkey Gully Mud,water system,2022.0,N," 8,193 "," 180,989,000 "," 2,536 ",,," 20,244,000 ", 81 ,,,,," 22,106,000 ", 114 ," 223,339,000 "," 2,731 "," 60,000 ",,TX1011602,N,Municipal Long,District ,282850,Municipal
1102438,Greenfield Forest,water system,,,,,,,,,,,,,,,,,,,,,,,,,
